Member_number,itemDescription,itemCost
4032,frozen vegetables,2.17
1687,UHT-milk,7.26
2533,ice cream,8.03
2396,soda,8.04
4209,chocolate,8.36
2982,hard cheese,3.42
2457,brown bread,8.2
1921,napkins,5.92
1201,whole milk,8.15
3140,pasta,2.29
2576,fruit juice,8.22
3390,cat food,6.92
2016,cream,8.75
3004,soda,8.04
3087,yogurt,9.51
3866,cocoa drinks,8.27
4013,yogurt,9.51
1195,shopping bags,6.96
2849,brown bread,8.2
4604,soda,8.04
1114,citrus fruit,9.12
2698,vegetables,3.27
1074,ketchup,9.81
2188,dessert,3.75
2946,margarine,2.4
2337,coffee,6.13
2064,hard cheese,3.42
4714,bottled water,4.69
1515,soda,8.04
2093,oil,5.64
2215,flower (seeds),2.75
4321,misc. beverages,7.18
1700,shopping bags,6.96
2705,shopping bags,6.96
1904,vegetables,3.27
1915,coffee,6.13
3248,vegetables,3.27
4785,shopping bags,6.96
4217,curd,2.47
3426,misc. beverages,7.18
4130,newspapers,8.56
3569,cheese,3.76
1005,margarine,2.4
1945,cream,8.75
1109,margarine,2.4
3176,pastry,6.14
2394,curd,2.47
1969,bottled beer,3.37
3643,soda,8.04
4656,soda,8.04
1655,frozen fish,2.22
3679,salty snack,8.88
3735,whole milk,8.15
4828,salty snack,8.88
4756,whole milk,8.15
4859,curd,2.47
4342,cream,8.75
3552,chocolate,5.37
3373,brown bread,8.2
2057,UHT-milk,7.26
4324,detergent,9.56
1165,whole milk,8.15
2939,bottled water,4.69
4900,pickled vegetables,7.36
4206,rolls_buns,8.11
2662,soda,8.04
1107,newspapers,8.56
2543,cream,8.75
2111,red/blush wine,8.77
4492,rolls_buns,8.11
2037,eggs,7.61
3973,pickled vegetables,7.36
3947,newspapers,8.56
3662,beverages,6.77
1495,vegetables,3.27
3403,shopping bags,6.96
3580,butter,7.84
4025,UHT-milk,7.26
4915,frozen vegetables,2.17
2105,rolls_buns,8.11
3403,brown bread,8.2
4159,prepared dishes,3.73
1741,packaged fruit/vegetables,3.09
3417,whole milk,8.15
3895,light bulbs,5.36
1014,butter milk,2.61
1998,cream,8.75
3462,bottled water,4.69
3584,cheese,8.2
4927,soda,8.04
1908,fruit juice,8.22
1139,cheese,8.2
3168,brown bread,8.2
4373,house keeping products,2.81
4244,semi-finished bread,3.51
4661,butter,7.84
3305,newspapers,8.56
1408,ice cream,8.03
2242,shopping bags,6.96
4160,frozen vegetables,2.17
2129,coffee,6.13
3518,vegetables,3.27
2794,curd,2.47
3666,waffles,5.47
3094,cream,8.75
3730,pastry,6.14
4612,bottled beer,3.37
2897,chocolate,8.36
4132,margarine,2.4
4721,rolls_buns,8.11
3113,vegetables,3.27
1772,make up remover,9.4
4470,liquor,7.05
3737,pip fruit,3.52
4171,whole milk,8.15
1300,yogurt,9.51
4822,yogurt,9.51
3458,pastry,6.14
3912,yogurt,9.51
2716,cheese,3.27
4244,bottled beer,3.37
3009,UHT-milk,7.26
2406,salt,9.84
2185,vegetables,3.27
1575,seasonal products,7.2
2986,soda,8.04
1676,soda,8.04
2621,female sanitary products,6.72
2709,frozen vegetables,2.17
2706,misc. beverages,7.18
1144,coffee,6.13
1869,frozen fish,2.22
3067,specialty cheese,5.7
1297,eggs,7.61
4747,cheese,8.2
3346,napkins,5.92
1556,cheese,8.2
3671,whole milk,8.15
2648,coffee,6.13
4622,bottled water,4.69
2855,hygiene articles,3.76
4494,liquor,7.05
4575,whole milk,8.15
4770,roll products ,9.98
2294,specialty fat,6.66
2449,curd,2.47
2411,whole milk,8.15
2257,pasta,2.29
2271,pickled vegetables,7.36
4101,margarine,2.4
4564,cream,8.75
2886,waffles,5.47
2511,shopping bags,6.96
4933,curd,2.47
1190,vegetables,3.27
4364,rolls_buns,8.11
3918,specialty chocolate,3.61
4749,mustard,2.21
3919,pastry,6.14
1148,vegetables,3.27
4219,butter milk,2.61
2241,photo/film,3.28
4915,sliced cheese,5.66
2632,frozen vegetables,2.17
2847,processed cheese,9.25
3937,soda,8.04
4416,vegetables,3.27
2084,cat food,6.92
3604,vegetables,3.27
4463,flour,5.8
3950,whole milk,8.15
3540,cheese ,3.89
4077,newspapers,8.56
4144,waffles,5.47
3576,herbs,6.13
3209,liquor,7.05
1011,pastry,6.14
2760,cream,8.75
3967,shopping bags,6.96
3668,bottled beer,3.37
3258,bottled water,4.69
4336,brown bread,8.2
4632,rolls_buns,8.11
1676,tropical fruit,7.28
4566,shopping bags,6.96
4730,vegetables,3.27
4274,cream,8.75
2860,butter,7.84
4316,pot plants,9.18
3915,coffee,6.13
2059,chocolate,5.37
1694,butter,7.84
4941,soda,8.04
3840,frozen meals,8.75
3282,vegetables,3.27
4272,margarine,2.4
1821,butter milk,2.61
1524,brown bread,8.2
3849,baking powder,6.43
2964,curd,2.47
1506,fruit juice,8.22
1682,newspapers,8.56
3458,dessert,3.75
1248,butter,7.84
4330,eggs,7.61
4493,whole milk,8.15
3222,frozen meals,8.75
1567,chocolate,8.36
2866,whole milk,8.15
3749,cream,8.75
2034,rolls_buns,8.11
3789,rolls_buns,8.11
2514,whole milk,8.15
3315,whole milk,8.15
4951,cream,8.75
2908,yogurt,9.51
3439,brown bread,8.2
2661,soda,8.04
3609,fruit juice,8.22
1165,house keeping products,2.81
1212,salt,9.84
1921,chocolate,8.36
3203,berries,4.72
4984,eggs,7.61
4254,eggs,7.61
3584,vegetables,3.27
4008,canned fish,6.53
2512,bottled water,4.69
1034,newspapers,8.56
2174,frozen vegetables,2.17
4667,waffles,5.47
1908,soda,8.04
2781,whole milk,8.15
4073,berries,4.72
2193,cling film/bags,9.35
1980,flour,5.8
4226,dessert,3.75
1508,pot plants,9.18
4187,onions,4.27
1793,frozen vegetables,2.17
3160,shopping bags,6.96
3186,oil,5.64
3268,shopping bags,6.96
4084,vegetables,3.27
3854,tidbits,3.33
2801,margarine,2.4
3283,yogurt,9.51
2549,bottled water,4.69
4707,fruit juice,8.22
3828,bottled water,4.69
2946,white bread,2.43
2156,chocolate,8.36
2215,white bread,2.43
4666,bottled water,4.69
3428,curd,2.47
4736,seasonal products,7.2
1726,vegetables,3.27
3731,shopping bags,6.96
2869,bottled water,4.69
3632,candy,6.53
3069,prepared dishes,3.73
4180,canned beer,9.06
2743,frozen potato products,7.64
4966,margarine,2.4
4914,chocolate marshmallow,9.5
2100,yogurt,9.51
4045,beverages,6.77
4594,canned fish,6.53
3237,yogurt,9.51
2515,flower (seeds),2.75
2825,frozen potato products,7.64
1095,flour,5.8
2877,mustard,2.21
3851,pastry,6.14
2552,chocolate,8.36
4550,yogurt,9.51
3797,whole milk,8.15
4630,canned fish,6.53
1946,onions,4.27
1803,soda,8.04
1504,cleaner,2.63
4320,rolls_buns,8.11
3384,frozen meals,8.75
2256,frozen vegetables,2.17
2794,fruit juice,8.22
1389,tea,4.39
4573,sliced cheese,5.66
1698,yogurt,9.51
1856,rolls_buns,8.11
1702,waffles,5.47
2138,chocolate,5.37
4217,whole milk,8.15
2419,processed cheese,9.25
2701,salt,9.84
1061,chocolate,8.36
4671,cream,8.75
4370,yogurt,9.51
2055,eggs,7.61
1646,newspapers,8.56
3511,chewing gum,3.71
3164,shopping bags,6.96
2957,bottled beer,3.37
4876,brown bread,8.2
1931,brown bread,8.2
1639,chocolate,8.36
2232,flour,5.8
3063,yogurt,9.51
3486,candy,6.53
3347,rolls_buns,8.11
1294,cheese,8.2
3982,beverages,6.77
3903,seasonal products,7.2
1434,waffles,5.47
3560,liquor,7.05
2228,hygiene articles,3.76
4190,bottled water,4.69
1391,newspapers,8.56
1243,cling film/bags,9.35
2594,pastry,6.14
1854,frozen fish,2.22
2666,frozen vegetables,2.17
1811,hygiene articles,3.76
2480,pickled vegetables,7.36
2081,seasonal products,7.2
2342,chocolate,5.37
1990,flower (seeds),2.75
4514,red/blush wine,8.77
3681,specialty fat,6.66
3559,cooking chocolate,7.99
1579,canned beer,9.06
3033,hard cheese,3.42
4699,misc. beverages,7.18
3081,white wine,7.06
2336,specialty chocolate,3.61
2132,pastry,6.14
4039,hygiene articles,3.76
3415,bottled water,4.69
3343,shopping bags,6.96
4773,margarine,2.4
4652,bottled water,4.69
3717,soda,8.04
2460,soda,8.04
2069,napkins,5.92
4978,grapes,9.57
1778,photo/film,3.28
3283,frozen fish,2.22
1816,cake bar,2.62
1655,rolls_buns,8.11
2534,canned beer,9.06
2511,vegetables,3.27
3184,semi-finished bread,3.51
4455,soda,8.04
1768,fruit juice,8.22
3894,yogurt,9.51
2225,hard cheese,3.42
4623,shopping bags,6.96
4482,cheese ,3.89
1004,shopping bags,6.96
3657,curd,2.47
1764,coffee,6.13
3745,butter,7.84
4650,rolls_buns,8.11
1332,hard cheese,3.42
4542,sweet spreads,7.51
1620,yogurt,9.51
1483,yogurt,9.51
4012,cheese ,3.89
4305,soda,8.04
1098,dessert,3.75
2782,cheese,3.76
4471,cheese ,3.89
4113,curd,2.47
1365,butter milk,2.61
2957,margarine,2.4
2990,chocolate,5.37
2775,condensed milk,2.04
3626,liquor (appetizer),4.24
1282,shopping bags,6.96
2207,pastry,6.14
2798,margarine,2.4
4479,soda,8.04
2545,processed cheese,9.25
3531,whole milk,8.15
4683,red/blush wine,8.77
2475,canned beer,9.06
2595,chewing gum,3.71
2447,frozen vegetables,2.17
2857,cream,8.75
1386,berries,4.72
4827,newspapers,8.56
3180,rolls_buns,8.11
3467,shopping bags,6.96
2271,coffee,6.13
3465,dessert,3.75
4668,newspapers,8.56
2337,soda,8.04
3909,napkins,5.92
4695,eggs,7.61
4277,butter,7.84
1428,soda,8.04
1014,rolls_buns,8.11
2209,whole milk,8.15
1128,eggs,7.61
1677,seasonal products,7.2
3852,prepared dishes,3.73
2769,misc. beverages,7.18
4847,shopping bags,6.96
3321,sliced cheese,5.66
1053,soda,8.04
3393,canned vegetables,6.22
3487,eggs,7.61
2087,pickled vegetables,7.36
1848,soda,8.04
4854,yogurt,9.51
1147,canned fish,6.53
3258,soap,3.15
3059,shopping bags,6.96
2706,specialty bar,6.93
4201,cream,8.75
4299,cheese ,3.89
4600,berries,4.72
1179,soda,8.04
4380,frozen fish,2.22
2162,cheese ,3.89
3952,rolls_buns,8.11
4797,rolls_buns,8.11
4817,liquor,7.05
2948,detergent,9.56
3559,chocolate,8.36
3920,coffee,6.13
2332,salt,9.84
3251,soda,8.04
4178,brown bread,8.2
1597,cake bar,2.62
1472,sliced cheese,5.66
1879,sugar,2.61
3247,frozen vegetables,2.17
1432,specialty bar,6.93
2381,chocolate,8.36
2941,bottled water,4.69
3213,hygiene articles,3.76
4629,shopping bags,6.96
4375,eggs,7.61
4832,curd,2.47
2765,fruit juice,8.22
3292,red/blush wine,8.77
4578,shopping bags,6.96
2979,eggs,7.61
4738,grapes,9.57
1248,packaged fruit/vegetables,3.09
1786,frozen vegetables,2.17
2076,whole milk,8.15
2606,candles,6.16
1320,coffee,6.13
2017,cream,8.75
3201,flower (seeds),2.75
3480,baking powder,6.43
4227,rolls_buns,8.11
1299,white bread,2.43
1956,butter,7.84
1645,pastry,6.14
3010,vegetables,3.27
4741,flower (seeds),2.75
4659,pasta,2.29
1882,grapes,9.57
3164,coffee,6.13
3112,eggs,7.61
3622,bottled water,4.69
1929,soda,8.04
2231,berries,4.72
2164,cheese ,3.89
4613,pet care,4.48
3947,chewing gum,3.71
2345,flour,5.8
3511,citrus fruit,9.12
2645,napkins,5.92
3338,pasta,2.29
2440,eggs,7.61
1101,processed cheese,9.25
2886,butter,7.84
4293,herbs,6.13
1053,sugar,2.61
3856,cereals,5.37
3812,chocolate,5.37
2301,eggs,7.61
3396,whole milk,8.15
3604,soda,8.04
2089,pasta,2.29
3372,canned beer,9.06
3761,liquor (appetizer),4.24
3872,salty snack,8.88
4868,brown bread,8.2
2748,processed cheese,9.25
3965,rolls_buns,8.11
1132,whole milk,8.15
4298,salty snack,8.88
4947,rum,2.25
3466,salt,9.84
4601,ketchup,9.81
2307,cheese,8.2
1182,mustard,2.21
4473,canned beer,9.06
4529,vegetables,3.27
2388,brown bread,8.2
4870,vegetables,3.27
1246,canned beer,9.06
4904,frozen vegetables,2.17
4085,cream,8.75
3024,detergent,9.56
1259,shopping bags,6.96
4110,red/blush wine,8.77
4374,fruit juice,8.22
4316,candy,6.53
2779,cheese ,3.89
3583,cream,8.75
3938,white bread,2.43
4319,detergent,9.56
3721,waffles,5.47
3060,fruit juice,8.22
2365,margarine,2.4
3094,white bread,2.43
4913,cream,8.75
2468,whole milk,8.15
2726,yogurt,9.51
3247,yogurt,9.51
4787,cling film/bags,9.35
4024,dog food,7.6
1658,flour,5.8
1624,beverages,6.77
2316,pip fruit,3.52
2421,rolls_buns,8.11
1947,bottled beer,3.37
4815,coffee,6.13
4360,eggs,7.61
3629,vegetables,3.27
3863,red/blush wine,8.77
4517,coffee,6.13
1145,vegetables,3.27
4391,napkins,5.92
3205,cream,8.75
1560,salty snack,8.88
1602,butter,7.84
3084,vegetables,3.27
2982,sugar,2.61
2730,eggs,7.61
3805,white bread,2.43
4711,eggs,7.61
3344,cling film/bags,9.35
3583,pet care,4.48
4864,ice cream,8.03
4305,specialty cheese,5.7
4316,cheese,8.2
2222,seasonal products,7.2
4257,cheese,8.2
1923,tropical fruit,7.28
1139,pickled vegetables,7.36
2862,soda,8.04
4279,butter milk,2.61
1383,rolls_buns,8.11
2331,shopping bags,6.96
3673,eggs,7.61
4556,cream,8.75
3219,whole milk,8.15
1338,curd,2.47
4261,napkins,5.92
4040,hygiene articles,3.76
3582,whole milk,8.15
1938,pastry,6.14
2247,eggs,7.61
4789,eggs,7.61
4804,bottled beer,3.37
3781,margarine,2.4
3902,canned beer,9.06
3056,fruit juice,8.22
2106,whole milk,8.15
1839,zwieback,2.81
4933,vegetables,3.27
3338,vegetables,3.27
3442,vegetables,3.27
2175,cheese,8.2
3808,vegetables,3.27
1951,curd,2.47
3010,vegetables,3.27
1379,margarine,2.4
3246,dessert,3.75
4649,vegetables,3.27
3560,whole milk,8.15
4532,vegetables,3.27
1767,vegetables,3.27
2942,eggs,7.61
1473,rolls_buns,8.11
1831,chocolate,8.36
4137,napkins,5.92
3094,waffles,5.47
1404,cleaner,2.63
2389,butter milk,2.61
2349,red/blush wine,8.77
4746,bottled water,4.69
3009,flour,5.8
4736,curd,2.47
3133,yogurt,9.51
3150,pastry,6.14
3707,herbs,6.13
2442,cheese ,3.89
2244,whole milk,8.15
2680,instant coffee,7.61
3006,margarine,2.4
4792,bottled water,4.69
3716,sweet spreads,7.51
4847,vegetables,3.27
1497,tea,4.39
4235,seasonal products,7.2
3686,specialty chocolate,3.61
3866,bottled beer,3.37
1827,pip fruit,3.52
2133,vegetables,3.27
4039,beverages,6.77
1612,soups,6.45
1967,soda,8.04
4953,rolls_buns,8.11
3893,roll products ,9.98
3217,bottled beer,3.37
2712,frozen meals,8.75
4525,waffles,5.47
3665,hygiene articles,3.76
2708,coffee,6.13
3046,soda,8.04
3437,pickled vegetables,7.36
1954,prepared dishes,3.73
2781,cream,8.75
1129,white wine,7.06
3400,hard cheese,3.42
2133,fruit juice,8.22
4622,shopping bags,6.96
2796,cling film/bags,9.35
4925,shopping bags,6.96
4760,prepared dishes,3.73
1272,cleaner,2.63
3165,whole milk,8.15
3839,rice,4.38
1110,yogurt,9.51
2744,margarine,2.4
1685,bottled water,4.69
3435,butter,7.84
3316,seasonal products,7.2
3284,coffee,6.13
1896,eggs,7.61
4538,fruit juice,8.22
3072,newspapers,8.56
2102,yogurt,9.51
4685,pet care,4.48
3617,oil,5.64
1013,mustard,2.21
4616,ice cream,8.03
2561,frozen fish,2.22
2357,frozen meals,8.75
3423,fruit juice,8.22
3259,shopping bags,6.96
4764,brown bread,8.2
1548,bottled beer,3.37
3209,rolls_buns,8.11
1562,soda,8.04
3849,beverages,6.77
4168,cream,8.75
3979,ice cream,8.03
1665,canned beer,9.06
1517,coffee,6.13
4894,brown bread,8.2
3058,rolls_buns,8.11
4036,honey,6.14
3240,canned beer,9.06
3784,chocolate,8.36
4290,yogurt,9.51
3264,cream,8.75
1092,newspapers,8.56
1035,frozen vegetables,2.17
1985,bottled water,4.69
2569,margarine,2.4
3237,roll products ,9.98
1966,yogurt,9.51
4935,cling film/bags,9.35
1569,pastry,6.14
1964,brown bread,8.2
4743,napkins,5.92
1353,vegetables,3.27
3808,bottled water,4.69
2944,newspapers,8.56
1327,canned vegetables,6.22
3201,bottled water,4.69
3263,soda,8.04
4799,hygiene articles,3.76
3674,frozen vegetables,2.17
2453,rolls_buns,8.11
2274,yogurt,9.51
4705,frozen vegetables,2.17
1580,canned beer,9.06
3509,bottled water,4.69
4999,newspapers,8.56
2803,curd,2.47
2448,hard cheese,3.42
4823,rolls_buns,8.11
3084,white wine,7.06
2928,frozen fish,2.22
2990,UHT-milk,7.26
2440,whole milk,8.15
1896,newspapers,8.56
1204,beverages,6.77
4119,frozen vegetables,2.17
1978,cookware,6.71
1572,candy,6.53
4562,rolls_buns,8.11
1032,newspapers,8.56
4124,shopping bags,6.96
1566,frozen meals,8.75
1751,candy,6.53
4104,bottled water,4.69
2026,napkins,5.92
2538,pastry,6.14
2620,rolls_buns,8.11
2489,shopping bags,6.96
4650,UHT-milk,7.26
3525,soda,8.04
3614,spices,7.44
2301,yogurt,9.51
2294,cream,8.75
1152,soda,8.04
4887,chocolate,8.36
1995,brown bread,8.2
1725,newspapers,8.56
1258,coffee,6.13
4376,rolls_buns,8.11
2993,napkins,5.92
2534,chocolate,5.37
3757,frozen vegetables,2.17
3689,zwieback,2.81
4130,cheese,8.2
1018,cake bar,2.62
3027,frozen vegetables,2.17
3959,instant coffee,7.61
4453,oil,5.64
3427,specialty chocolate,3.61
4733,cheese,3.27
3599,cleaner,2.63
1190,meat spreads,4.11
2298,napkins,5.92
2177,eggs,7.61
1779,rolls_buns,8.11
3721,brown bread,8.2
2256,butter,7.84
4671,whole milk,8.15
4299,cake bar,2.62
4679,pudding powder,7.42
2872,eggs,7.61
3517,brown bread,8.2
3194,soda,8.04
2860,chocolate,8.36
1296,bottled beer,3.37
3041,cream,8.75
2690,grapes,9.57
4531,flour,5.8
1407,pasta,2.29
2271,coffee,6.13
4213,rolls_buns,8.11
2743,shopping bags,6.96
4879,fruit juice,8.22
3425,soda,8.04
3175,processed cheese,9.25
1868,newspapers,8.56
3669,bottled water,4.69
4623,salty snack,8.88
3232,soda,8.04
1499,soda,8.04
3502,fruit juice,8.22
2785,chocolate,8.36
4762,misc. beverages,7.18
1605,rolls_buns,8.11
4786,dish cleaner,5.33
3786,bottled water,4.69
4831,bottled beer,3.37
4620,bottled beer,3.37
1316,curd,2.47
1116,napkins,5.92
2746,pickled vegetables,7.36
3258,specialty cheese,5.7
1193,shopping bags,6.96
2602,cheese ,3.89
1098,candy,6.53
4733,shopping bags,6.96
3920,brown bread,8.2
3255,semi-finished bread,3.51
2713,canned beer,9.06
4068,canned beer,9.06
2369,soda,8.04
1547,chocolate,5.37
3183,brown bread,8.2
3484,frozen meals,8.75
3226,chocolate,8.36
4437,oil,5.64
1908,mustard,2.21
3678,specialty bar,6.93
2076,rolls_buns,8.11
2175,shopping bags,6.96
4582,cat food,6.92
1852,shopping bags,6.96
2148,cheese ,3.89
3898,newspapers,8.56
4009,cheese ,3.89
1527,soda,8.04
4269,cheese,3.27
1998,sauces,6.53
1230,canned beer,9.06
2142,frozen vegetables,2.17
2897,curd,2.47
3288,frozen chicken,9.97
2155,soda,8.04
2049,dessert,3.75
4663,whole milk,8.15
3521,rolls_buns,8.11
4407,liquor (appetizer),4.24
3526,specialty cheese,5.7
3005,coffee,6.13
3083,whole milk,8.15
4046,semi-finished bread,3.51
2332,flower (seeds),2.75
4376,cereals,5.37
2578,whole milk,8.15
4089,hamburger meat,8.96
4674,vegetables,3.27
3639,flower (seeds),2.75
4160,soda,8.04
2766,chocolate,5.37
1754,bottled water,4.69
3550,yogurt,9.51
1736,vegetables,3.27
1315,hygiene articles,3.76
3633,oil,5.64
3425,rolls_buns,8.11
2697,cheese,8.2
3659,canned beer,9.06
1466,beverages,6.77
4440,newspapers,8.56
1280,ice cream,8.03
4375,frozen fish,2.22
3208,newspapers,8.56
4305,flower (seeds),2.75
2525,chocolate,8.36
1498,rolls_buns,8.11
4108,eggs,7.61
3249,beverages,6.77
2131,vegetables,3.27
4886,coffee,6.13
1023,curd,2.47
2875,herbs,6.13
3407,cling film/bags,9.35
1632,newspapers,8.56
2668,vegetables,3.27
3745,bottled water,4.69
1712,rice,4.38
4009,soda,8.04
4522,vegetables,3.27
4852,waffles,5.47
3862,salty snack,8.88
3538,pet care,4.48
3821,cream,8.75
1889,rolls_buns,8.11
3963,eggs,7.61
1478,pastry,6.14
2788,pickled vegetables,7.36
3822,fruit juice,8.22
1728,processed cheese,9.25
3016,pastry,6.14
2018,bottled beer,3.37
3139,rum,2.25
2823,napkins,5.92
1820,butter milk,2.61
1596,vegetables,3.27
3333,vegetables,3.27
2408,shopping bags,6.96
1303,detergent,9.56
2835,rolls_buns,8.11
1921,hygiene articles,3.76
3313,white bread,2.43
2772,shopping bags,6.96
1929,newspapers,8.56
3066,chocolate,5.37
4176,shopping bags,6.96
1544,cat food,6.92
3479,chocolate,5.37
2321,chocolate,8.36
2076,salty snack,8.88
3761,chocolate,5.37
2229,rolls_buns,8.11
3612,shopping bags,6.96
4842,UHT-milk,7.26
2725,baking powder,6.43
1917,cheese,3.27
2276,yogurt,9.51
3964,pastry,6.14
4469,curd,2.47
1307,sugar,2.61
3343,hygiene articles,3.76
1903,dish cleaner,5.33
3354,beverages,6.77
2580,salad dressing,6.05
2685,whole milk,8.15
1761,hygiene articles,3.76
3475,canned fish,6.53
2758,cheese ,3.89
1450,misc. beverages,7.18
2832,newspapers,8.56
2709,bottled water,4.69
1820,butter milk,2.61
2186,whole milk,8.15
2341,toilet cleaner,2.99
3386,soda,8.04
2160,white bread,2.43
2754,margarine,2.4
3280,soda,8.04
2578,shopping bags,6.96
1822,bottled beer,3.37
3644,photo/film,3.28
4144,bottled beer,3.37
4464,coffee,6.13
1530,condensed milk,2.04
2730,salty snack,8.88
4983,shopping bags,6.96
2847,yogurt,9.51
4941,butter milk,2.61
3842,pastry,6.14
3005,frozen meals,8.75
2218,brown bread,8.2
1797,sliced cheese,5.66
1870,rolls_buns,8.11
2107,salty snack,8.88
1211,margarine,2.4
3397,white bread,2.43
4260,brown bread,8.2
4416,newspapers,8.56
4094,margarine,2.4
2813,yogurt,9.51
2001,napkins,5.92
3631,frozen vegetables,2.17
4922,liquor (appetizer),4.24
1102,frozen vegetables,2.17
4274,rolls_buns,8.11
1022,cream,8.75
4433,grapes,9.57
4567,coffee,6.13
3793,soda,8.04
4448,curd,2.47
3491,cat food,6.92
1684,curd,2.47
3250,vegetables,3.27
3306,dog food,7.6
3923,bottled water,4.69
1099,brown bread,8.2
1005,rolls_buns,8.11
2593,shopping bags,6.96
1657,rolls_buns,8.11
4059,bottled water,4.69
2094,whole milk,8.15
1124,soda,8.04
2967,flower (seeds),2.75
4685,hygiene articles,3.76
3254,vegetables,3.27
2151,pip fruit,3.52
2950,margarine,2.4
2497,whole milk,8.15
3034,soap,3.15
1269,seasonal products,7.2
3127,bottled water,4.69
3614,frozen meals,8.75
1233,rolls_buns,8.11
3063,flour,5.8
3410,pastry,6.14
2070,frozen dessert,2.79
1975,soups,6.45
3912,cheese ,3.89
1544,brown bread,8.2
1508,yogurt,9.51
3342,brandy,8.37
2964,UHT-milk,7.26
1752,cake bar,2.62
4908,flour,5.8
2559,napkins,5.92
3926,cat food,6.92
2975,flower (seeds),2.75
3443,eggs,7.61
4712,newspapers,8.56
2041,chocolate,5.37
4718,hygiene articles,3.76
3584,soda,8.04
4691,specialty chocolate,3.61
4226,specialty bar,6.93
3221,chocolate,8.36
3874,fruit juice,8.22
1866,specialty chocolate,3.61
3139,misc. beverages,7.18
4131,rolls_buns,8.11
2961,canned fruit,6.1
3651,brown bread,8.2
4137,eggs,7.61
4997,canned beer,9.06
3348,frozen vegetables,2.17
4700,baking powder,6.43
3190,kitchen towels,4.42
4772,sauces,6.53
2070,candy,6.53
2512,shopping bags,6.96
3783,canned beer,9.06
3681,frozen vegetables,2.17
1620,sparkling wine,5.88
1580,chewing gum,3.71
4268,margarine,2.4
1770,mayonnaise,3.73
1077,pasta,2.29
2310,yogurt,9.51
1879,rolls_buns,8.11
2293,bottled water,4.69
3324,vegetables,3.27
2149,sugar,2.61
4380,red/blush wine,8.77
3268,white bread,2.43
2562,meat spreads,4.11
4092,vegetables,3.27
1486,candles,6.16
2538,pastry,6.14
1254,napkins,5.92
2716,soda,8.04
4101,brown bread,8.2
4259,eggs,7.61
2252,eggs,7.61
4705,mayonnaise,3.73
3882,butter milk,2.61
1919,white wine,7.06
3915,bathroom cleaner,2.36
1115,vegetables,3.27
1260,shopping bags,6.96
3107,chocolate,8.36
4196,flower (seeds),2.75
3303,prepared dishes,3.73
1575,shopping bags,6.96
3390,shopping bags,6.96
3487,frozen vegetables,2.17
4373,bottled water,4.69
3348,cat food,6.92
2030,berries,4.72
2836,shopping bags,6.96
3364,vegetables,3.27
3366,softener,7.5
3929,dish cleaner,5.33
1017,vegetables,3.27
1456,shopping bags,6.96
3344,bottled water,4.69
4649,soda,8.04
4566,red/blush wine,8.77
1922,cream,8.75
3090,rolls_buns,8.11
3383,syrup,4.92
3284,oil,5.64
3905,meat spreads,4.11
3768,frozen vegetables,2.17
3464,chocolate,8.36
2742,UHT-milk,7.26
2019,candy,6.53
3131,soda,8.04
3502,shopping bags,6.96
3077,eggs,7.61
1298,rolls_buns,8.11
2740,cream,8.75
2933,seasonal products,7.2
4650,shopping bags,6.96
3622,cereals,5.37
4526,soda,8.04
4467,soda,8.04
1302,bottled water,4.69
2322,cake bar,2.62
2212,soda,8.04
1905,soups,6.45
3413,bottled water,4.69
3437,frozen vegetables,2.17
2758,flour,5.8
3942,shopping bags,6.96
2479,brown bread,8.2
4773,bottled beer,3.37
4480,chocolate,8.36
2562,coffee,6.13
2069,newspapers,8.56
4646,specialty fat,6.66
4960,chewing gum,3.71
2278,hygiene articles,3.76
1154,rolls_buns,8.11
4536,vegetables,3.27
2982,margarine,2.4
3098,sugar,2.61
1523,oil,5.64
1796,rolls_buns,8.11
2086,vegetables,3.27
1770,pickled vegetables,7.36
2801,vegetables,3.27
3848,frozen vegetables,2.17
1682,newspapers,8.56
1793,chocolate,8.36
4831,rolls_buns,8.11
3451,yogurt,9.51
1791,bottled water,4.69
1352,bottled water,4.69
3003,shopping bags,6.96
2067,brown bread,8.2
2042,newspapers,8.56
2303,white wine,7.06
1768,butter milk,2.61
2139,butter milk,2.61
1917,curd,2.47
1418,curd,2.47
2134,bottled water,4.69
3354,female sanitary products,6.72
4109,rolls_buns,8.11
1377,tea,4.39
4360,margarine,2.4
2590,snack products,3.55
2358,berries,4.72
2191,red/blush wine,8.77
2719,vegetables,3.27
1908,canned beer,9.06
1410,bottled water,4.69
2815,yogurt,9.51
3304,white bread,2.43
1608,ice cream,8.03
1427,red/blush wine,8.77
1709,coffee,6.13
1342,margarine,2.4
3593,dish cleaner,5.33
1057,UHT-milk,7.26
2288,fruit juice,8.22
1922,vegetables,3.27
3166,specialty bar,6.93
3733,butter,7.84
1837,chocolate,5.37
2619,whole milk,8.15
1657,frozen meals,8.75
3919,bottled beer,3.37
2354,Instant food products,6.05
4018,napkins,5.92
4968,canned vegetables,6.22
1050,beverages,6.77
1540,pastry,6.14
1101,sparkling wine,5.88
4354,grapes,9.57
2038,pastry,6.14
2853,semi-finished bread,3.51
4830,ice cream,8.03
4434,chocolate,8.36
2400,white bread,2.43
3918,napkins,5.92
1062,sauces,6.53
1866,vegetables,3.27
3389,newspapers,8.56
3082,fruit juice,8.22
